data,sku,descricao,qtd_usada_unidades,custo_unitario_brl
2025-03-03,BEB002,Água Mineral,5,1.0
2025-03-03,PRI006,Filetto di Manzo,43,30.81
2025-03-03,BEB001,Refrigerante,19,1.65
2025-03-03,SOB002,Panna Cotta,29,8.59
2025-03-03,BEB004,Vinho Tinto (Taça),23,10.35
2025-03-03,BEB003,Café Espresso,21,1.66
2025-03-03,PRI001,Spaghetti alla Carbonara,32,18.41
2025-03-03,BEB008,Suco Natural,10,3.29
2025-03-03,PRI002,Fettuccine Alfredo,45,17.6
2025-03-03,SOB004,Gelato Misto,26,6.66
2025-03-03,BEB005,Vinho Branco (Taça),25,8.99
2025-03-03,ENT002,Carpaccio de Filé Mignon,29,14.82
2025-03-04,PRI008,Pizza Margherita,29,14.15
2025-03-04,BEB006,Prosecco (Taça),33,11.72
2025-03-04,PRI005,Gnocchi al Pesto,53,18.53
2025-03-04,BEB001,Refrigerante,27,1.6
2025-03-04,BEB007,Aperol Spritz,33,12.75
2025-03-04,BEB008,Suco Natural,27,3.07
2025-03-04,PRI007,Ossobuco alla Milanese,49,35.25
2025-03-04,ENT003,Burrata com Tomate,25,18.64
2025-03-04,PRI003,Lasagna Bolognese,48,20.24
2025-03-04,BEB003,Café Espresso,30,1.65
2025-03-04,SOB001,Tiramisu,23,10.0
2025-03-04,ENT005,Calamari Fritti,33,13.91
2025-03-04,PRI001,Spaghetti alla Carbonara,54,19.3
2025-03-04,PRI004,Risotto ai Funghi,55,22.03
2025-03-04,PRI006,Filetto di Manzo,49,32.06
2025-03-04,ENT002,Carpaccio de Filé Mignon,39,15.29
2025-03-04,SOB003,Cannoli Siciliano,23,7.15
2025-03-04,BEB005,Vinho Branco (Taça),22,8.74
2025-03-04,BEB004,Vinho Tinto (Taça),35,10.3
2025-03-04,ENT001,Bruschetta Tradicional,26,8.21
2025-03-04,PRI002,Fettuccine Alfredo,43,17.52
2025-03-04,SOB002,Panna Cotta,28,8.24
2025-03-04,SOB004,Gelato Misto,24,6.34
2025-03-04,ENT004,Antepasto Misto,16,20.99
2025-03-04,BEB002,Água Mineral,21,1.04
2025-03-05,PRI002,Fettuccine Alfredo,47,17.17
2025-03-05,PRI006,Filetto di Manzo,39,31.77
2025-03-05,ENT004,Antepasto Misto,30,19.84
2025-03-05,ENT003,Burrata com Tomate,21,17.74
2025-03-05,SOB004,Gelato Misto,25,6.38
2025-03-05,PRI008,Pizza Margherita,43,14.09
2025-03-05,BEB007,Aperol Spritz,22,12.35
2025-03-05,BEB004,Vinho Tinto (Taça),27,10.78
2025-03-05,PRI005,Gnocchi al Pesto,48,17.87
2025-03-05,PRI004,Risotto ai Funghi,61,23.15
2025-03-05,SOB003,Cannoli Siciliano,23,7.12
2025-03-05,ENT002,Carpaccio de Filé Mignon,12,15.79
2025-03-05,BEB002,Água Mineral,29,0.95
2025-03-05,PRI003,Lasagna Bolognese,33,20.35
2025-03-05,PRI007,Ossobuco alla Milanese,40,34.26
2025-03-05,BEB008,Suco Natural,27,3.04
2025-03-05,BEB006,Prosecco (Taça),20,11.66
2025-03-05,BEB005,Vinho Branco (Taça),36,8.94
2025-03-05,PRI001,Spaghetti alla Carbonara,50,18.12
2025-03-05,SOB001,Tiramisu,26,9.95
2025-03-05,BEB001,Refrigerante,22,1.66
2025-03-05,BEB003,Café Espresso,21,1.68
2025-03-05,ENT001,Bruschetta Tradicional,15,8.92
2025-03-05,ENT005,Calamari Fritti,38,14.26
2025-03-05,SOB002,Panna Cotta,19,8.49
2025-03-06,PRI003,Lasagna Bolognese,36,18.62
2025-03-06,BEB006,Prosecco (Taça),22,11.44
2025-03-06,SOB003,Cannoli Siciliano,18,7.27
2025-03-06,PRI005,Gnocchi al Pesto,43,17.55
2025-03-06,PRI004,Risotto ai Funghi,43,23.52
2025-03-06,ENT002,Carpaccio de Filé Mignon,28,14.59
2025-03-06,PRI002,Fettuccine Alfredo,47,17.55
2025-03-06,PRI006,Filetto di Manzo,52,32.8
2025-03-06,BEB004,Vinho Tinto (Taça),27,10.34
2025-03-06,PRI001,Spaghetti alla Carbonara,59,18.39
2025-03-06,BEB008,Suco Natural,15,3.17
2025-03-06,BEB002,Água Mineral,29,1.04
2025-03-06,ENT003,Burrata com Tomate,17,18.55
2025-03-06,SOB004,Gelato Misto,21,6.3
2025-03-06,PRI008,Pizza Margherita,37,13.98
2025-03-06,ENT005,Calamari Fritti,9,14.12
2025-03-06,BEB005,Vinho Branco (Taça),27,8.9
2025-03-06,BEB007,Aperol Spritz,28,12.56
2025-03-06,BEB003,Café Espresso,23,1.78
2025-03-06,ENT001,Bruschetta Tradicional,14,8.58
2025-03-06,SOB002,Panna Cotta,21,8.74
2025-03-06,PRI007,Ossobuco alla Milanese,43,33.73
2025-03-06,ENT004,Antepasto Misto,17,19.8
2025-03-06,SOB001,Tiramisu,20,10.07
2025-03-06,BEB001,Refrigerante,18,1.64
2025-03-07,PRI007,Ossobuco alla Milanese,56,35.94
2025-03-07,ENT004,Antepasto Misto,33,20.53
2025-03-07,SOB003,Cannoli Siciliano,36,6.92
2025-03-07,PRI003,Lasagna Bolognese,58,19.24
2025-03-07,SOB004,Gelato Misto,32,6.23
2025-03-07,PRI006,Filetto di Manzo,66,31.4
2025-03-07,SOB001,Tiramisu,47,10.02
2025-03-07,BEB005,Vinho Branco (Taça),25,9.45
2025-03-07,BEB003,Café Espresso,24,1.71
2025-03-07,PRI008,Pizza Margherita,79,14.75
2025-03-07,PRI002,Fettuccine Alfredo,48,16.38
2025-03-07,BEB002,Água Mineral,47,1.0
2025-03-07,BEB008,Suco Natural,28,3.16
2025-03-07,SOB002,Panna Cotta,55,8.33
2025-03-07,ENT001,Bruschetta Tradicional,35,8.6
2025-03-07,BEB006,Prosecco (Taça),40,11.25
2025-03-07,BEB001,Refrigerante,32,1.54
2025-03-07,BEB007,Aperol Spritz,28,12.89
2025-03-07,ENT002,Carpaccio de Filé Mignon,36,15.27
2025-03-07,PRI005,Gnocchi al Pesto,62,18.14
2025-03-07,ENT005,Calamari Fritti,39,14.84
2025-03-07,PRI001,Spaghetti alla Carbonara,55,18.38
2025-03-07,BEB004,Vinho Tinto (Taça),20,11.33
2025-03-07,PRI004,Risotto ai Funghi,57,23.28
2025-03-07,ENT003,Burrata com Tomate,28,18.59
2025-03-08,PRI008,Pizza Margherita,82,14.52
2025-03-08,BEB007,Aperol Spritz,47,12.44
2025-03-08,BEB003,Café Espresso,40,1.76
2025-03-08,ENT001,Bruschetta Tradicional,36,8.12
2025-03-08,BEB002,Água Mineral,37,1.02
2025-03-08,PRI003,Lasagna Bolognese,69,20.23
2025-03-08,ENT004,Antepasto Misto,32,20.31
2025-03-08,BEB008,Suco Natural,36,3.08
2025-03-08,PRI001,Spaghetti alla Carbonara,58,17.61
2025-03-08,SOB004,Gelato Misto,34,6.16
2025-03-08,PRI002,Fettuccine Alfredo,60,17.11
2025-03-08,BEB001,Refrigerante,31,1.59
2025-03-08,BEB006,Prosecco (Taça),39,11.12
2025-03-08,SOB001,Tiramisu,50,9.59
2025-03-08,PRI006,Filetto di Manzo,58,30.83
2025-03-08,PRI007,Ossobuco alla Milanese,53,34.58
2025-03-08,BEB004,Vinho Tinto (Taça),38,10.97
2025-03-08,PRI005,Gnocchi al Pesto,54,17.91
2025-03-08,BEB005,Vinho Branco (Taça),45,9.0
2025-03-08,SOB003,Cannoli Siciliano,34,7.28
2025-03-08,ENT005,Calamari Fritti,40,14.27
2025-03-08,PRI004,Risotto ai Funghi,65,22.29
2025-03-08,ENT003,Burrata com Tomate,24,17.66
2025-03-08,SOB002,Panna Cotta,34,8.08
2025-03-08,ENT002,Carpaccio de Filé Mignon,32,15.25
2025-03-09,PRI002,Fettuccine Alfredo,59,16.25
2025-03-09,SOB004,Gelato Misto,28,6.1
2025-03-09,PRI004,Risotto ai Funghi,73,22.43
2025-03-09,BEB007,Aperol Spritz,36,12.56
2025-03-09,ENT002,Carpaccio de Filé Mignon,31,15.74
2025-03-09,BEB004,Vinho Tinto (Taça),38,10.34
2025-03-09,BEB006,Prosecco (Taça),51,11.22
2025-03-09,BEB001,Refrigerante,33,1.55
2025-03-09,PRI005,Gnocchi al Pesto,72,17.6
2025-03-09,PRI003,Lasagna Bolognese,78,19.64
2025-03-09,PRI007,Ossobuco alla Milanese,69,36.13
2025-03-09,ENT004,Antepasto Misto,42,20.09
2025-03-09,PRI008,Pizza Margherita,74,13.85
2025-03-09,SOB001,Tiramisu,61,9.33
2025-03-09,ENT003,Burrata com Tomate,26,18.77
2025-03-09,BEB008,Suco Natural,32,3.27
2025-03-09,PRI006,Filetto di Manzo,59,30.75
2025-03-09,SOB003,Cannoli Siciliano,31,7.2
2025-03-09,ENT001,Bruschetta Tradicional,41,8.43
2025-03-09,BEB003,Café Espresso,41,1.63
2025-03-09,BEB002,Água Mineral,52,1.04
2025-03-09,PRI001,Spaghetti alla Carbonara,48,17.89
2025-03-09,ENT005,Calamari Fritti,21,14.64
2025-03-09,SOB002,Panna Cotta,23,8.25
2025-03-09,BEB005,Vinho Branco (Taça),34,9.55
2025-03-10,PRI008,Pizza Margherita,37,13.89
2025-03-10,ENT003,Burrata com Tomate,26,18.07
2025-03-10,BEB001,Refrigerante,18,1.54
2025-03-10,PRI007,Ossobuco alla Milanese,54,34.32
2025-03-10,BEB005,Vinho Branco (Taça),21,9.42
2025-03-10,SOB003,Cannoli Siciliano,28,7.15
2025-03-10,PRI004,Risotto ai Funghi,58,22.54
2025-03-10,BEB004,Vinho Tinto (Taça),26,10.58
2025-03-10,PRI001,Spaghetti alla Carbonara,33,18.85
2025-03-10,BEB003,Café Espresso,12,1.71
2025-03-10,BEB008,Suco Natural,22,3.21
2025-03-10,PRI003,Lasagna Bolognese,51,19.22
2025-03-10,ENT002,Carpaccio de Filé Mignon,11,14.86
2025-03-10,PRI006,Filetto di Manzo,32,32.85
2025-03-10,SOB002,Panna Cotta,20,8.46
2025-03-10,ENT004,Antepasto Misto,11,20.82
2025-03-10,BEB006,Prosecco (Taça),19,10.96
2025-03-10,PRI005,Gnocchi al Pesto,42,17.96
2025-03-10,BEB002,Água Mineral,19,0.97
2025-03-10,ENT001,Bruschetta Tradicional,24,8.66
2025-03-10,SOB004,Gelato Misto,19,6.47
2025-03-10,SOB001,Tiramisu,22,9.91
2025-03-10,ENT005,Calamari Fritti,10,14.36
2025-03-10,PRI002,Fettuccine Alfredo,25,16.78
2025-03-10,BEB007,Aperol Spritz,23,12.33
2025-03-11,PRI002,Fettuccine Alfredo,38,16.09
2025-03-11,ENT001,Bruschetta Tradicional,23,8.69
2025-03-11,PRI008,Pizza Margherita,31,14.5
2025-03-11,PRI006,Filetto di Manzo,39,33.65
2025-03-11,BEB001,Refrigerante,33,1.65
2025-03-11,SOB002,Panna Cotta,28,8.16
2025-03-11,BEB003,Café Espresso,24,1.76
2025-03-11,PRI007,Ossobuco alla Milanese,48,34.33
2025-03-11,SOB001,Tiramisu,33,9.77
2025-03-11,PRI004,Risotto ai Funghi,52,22.77
2025-03-11,PRI001,Spaghetti alla Carbonara,47,18.69
2025-03-11,BEB006,Prosecco (Taça),35,11.93
2025-03-11,BEB002,Água Mineral,22,1.0
2025-03-11,SOB003,Cannoli Siciliano,31,7.41
2025-03-11,PRI003,Lasagna Bolognese,49,19.63
2025-03-11,PRI005,Gnocchi al Pesto,38,17.66
2025-03-11,BEB007,Aperol Spritz,24,12.04
2025-03-11,BEB008,Suco Natural,20,3.16
2025-03-11,ENT005,Calamari Fritti,21,14.9
2025-03-11,ENT003,Burrata com Tomate,32,17.39
2025-03-11,BEB005,Vinho Branco (Taça),19,9.24
2025-03-11,ENT004,Antepasto Misto,30,20.43
2025-03-11,ENT002,Carpaccio de Filé Mignon,23,15.58
2025-03-11,BEB004,Vinho Tinto (Taça),21,10.82
2025-03-11,SOB004,Gelato Misto,23,6.45
2025-03-12,PRI004,Risotto ai Funghi,48,23.29
2025-03-12,PRI005,Gnocchi al Pesto,47,17.28
2025-03-12,PRI007,Ossobuco alla Milanese,37,35.25
2025-03-12,PRI001,Spaghetti alla Carbonara,43,17.8
2025-03-12,ENT002,Carpaccio de Filé Mignon,31,15.36
2025-03-12,ENT005,Calamari Fritti,30,14.23
2025-03-12,BEB008,Suco Natural,32,3.31
2025-03-12,PRI006,Filetto di Manzo,43,33.28
2025-03-12,PRI008,Pizza Margherita,54,14.46
2025-03-12,SOB004,Gelato Misto,11,6.28
2025-03-12,BEB007,Aperol Spritz,43,12.35
2025-03-12,PRI002,Fettuccine Alfredo,58,16.66
2025-03-12,SOB003,Cannoli Siciliano,25,7.15
2025-03-12,BEB004,Vinho Tinto (Taça),33,10.39
2025-03-12,BEB002,Água Mineral,26,0.99
2025-03-12,PRI003,Lasagna Bolognese,48,19.2
2025-03-12,BEB003,Café Espresso,37,1.75
2025-03-12,ENT004,Antepasto Misto,11,20.3
2025-03-12,BEB006,Prosecco (Taça),30,11.12
2025-03-12,BEB005,Vinho Branco (Taça),18,8.99
2025-03-12,SOB002,Panna Cotta,28,8.65
2025-03-12,ENT001,Bruschetta Tradicional,12,8.84
2025-03-12,SOB001,Tiramisu,31,9.42
2025-03-12,ENT003,Burrata com Tomate,25,18.51
2025-03-12,BEB001,Refrigerante,28,1.61
2025-03-13,PRI001,Spaghetti alla Carbonara,43,17.76
2025-03-13,BEB001,Refrigerante,25,1.55
2025-03-13,BEB004,Vinho Tinto (Taça),34,10.37
2025-03-13,ENT003,Burrata com Tomate,21,17.74
2025-03-13,PRI003,Lasagna Bolognese,38,19.05
2025-03-13,SOB003,Cannoli Siciliano,20,7.07
2025-03-13,PRI006,Filetto di Manzo,44,32.83
2025-03-13,SOB004,Gelato Misto,24,6.68
2025-03-13,ENT005,Calamari Fritti,22,14.71
2025-03-13,PRI002,Fettuccine Alfredo,47,17.64
2025-03-13,PRI007,Ossobuco alla Milanese,42,36.0
2025-03-13,PRI004,Risotto ai Funghi,36,23.49
2025-03-13,BEB002,Água Mineral,40,0.98
2025-03-13,PRI005,Gnocchi al Pesto,49,16.85
2025-03-13,SOB002,Panna Cotta,19,8.43
2025-03-13,SOB001,Tiramisu,21,9.73
2025-03-13,ENT001,Bruschetta Tradicional,18,8.37
2025-03-13,BEB005,Vinho Branco (Taça),39,9.15
2025-03-13,ENT004,Antepasto Misto,23,21.46
2025-03-13,BEB003,Café Espresso,17,1.74
2025-03-13,BEB006,Prosecco (Taça),30,11.18
2025-03-13,BEB007,Aperol Spritz,44,11.95
2025-03-13,ENT002,Carpaccio de Filé Mignon,27,14.6
2025-03-13,PRI008,Pizza Margherita,40,13.88
2025-03-13,BEB008,Suco Natural,15,3.1
2025-03-14,PRI004,Risotto ai Funghi,76,23.17
2025-03-14,BEB007,Aperol Spritz,45,12.82
2025-03-14,ENT003,Burrata com Tomate,33,18.33
2025-03-14,PRI007,Ossobuco alla Milanese,46,35.56
2025-03-14,BEB006,Prosecco (Taça),29,10.95
2025-03-14,PRI001,Spaghetti alla Carbonara,51,18.8
2025-03-14,PRI002,Fettuccine Alfredo,72,16.1
2025-03-14,PRI008,Pizza Margherita,69,14.55
2025-03-14,ENT002,Carpaccio de Filé Mignon,25,14.69
2025-03-14,PRI006,Filetto di Manzo,82,32.66
2025-03-14,PRI005,Gnocchi al Pesto,58,18.26
2025-03-14,BEB008,Suco Natural,20,3.07
2025-03-14,BEB001,Refrigerante,36,1.57
2025-03-14,PRI003,Lasagna Bolognese,64,19.01
2025-03-14,BEB005,Vinho Branco (Taça),27,8.74
2025-03-14,ENT004,Antepasto Misto,19,20.03
2025-03-14,ENT001,Bruschetta Tradicional,34,8.72
2025-03-14,BEB002,Água Mineral,57,0.97
2025-03-14,SOB001,Tiramisu,20,9.83
2025-03-14,ENT005,Calamari Fritti,34,14.2
2025-03-14,SOB002,Panna Cotta,21,8.56
2025-03-14,SOB004,Gelato Misto,47,6.19
2025-03-14,BEB004,Vinho Tinto (Taça),34,11.25
2025-03-14,SOB003,Cannoli Siciliano,24,6.82
2025-03-14,BEB003,Café Espresso,29,1.77
2025-03-15,PRI004,Risotto ai Funghi,85,22.22
2025-03-15,BEB003,Café Espresso,39,1.62
2025-03-15,SOB001,Tiramisu,10,9.91
2025-03-15,SOB003,Cannoli Siciliano,45,7.3
2025-03-15,PRI003,Lasagna Bolognese,66,19.41
2025-03-15,PRI007,Ossobuco alla Milanese,51,36.34
2025-03-15,SOB002,Panna Cotta,27,8.35
2025-03-15,PRI006,Filetto di Manzo,59,33.72
2025-03-15,ENT004,Antepasto Misto,55,20.74
2025-03-15,ENT002,Carpaccio de Filé Mignon,51,15.19
2025-03-15,BEB006,Prosecco (Taça),29,11.26
2025-03-15,BEB002,Água Mineral,41,0.97
2025-03-15,PRI001,Spaghetti alla Carbonara,75,18.26
2025-03-15,ENT001,Bruschetta Tradicional,55,8.18
2025-03-15,PRI002,Fettuccine Alfredo,43,17.74
2025-03-15,BEB001,Refrigerante,27,1.68
2025-03-15,SOB004,Gelato Misto,33,6.7
2025-03-15,BEB005,Vinho Branco (Taça),50,9.24
2025-03-15,BEB008,Suco Natural,32,3.35
2025-03-15,PRI005,Gnocchi al Pesto,66,16.87
2025-03-15,BEB007,Aperol Spritz,48,12.76
2025-03-15,ENT005,Calamari Fritti,25,14.77
2025-03-15,BEB004,Vinho Tinto (Taça),34,10.78
2025-03-15,PRI008,Pizza Margherita,64,13.5
2025-03-15,ENT003,Burrata com Tomate,25,18.9
2025-03-16,ENT003,Burrata com Tomate,30,17.76
2025-03-16,ENT002,Carpaccio de Filé Mignon,37,14.49
2025-03-16,SOB004,Gelato Misto,30,6.55
2025-03-16,ENT001,Bruschetta Tradicional,30,8.67
2025-03-16,PRI006,Filetto di Manzo,74,32.88
2025-03-16,ENT004,Antepasto Misto,40,19.8
2025-03-16,PRI004,Risotto ai Funghi,67,22.35
2025-03-16,PRI008,Pizza Margherita,72,13.88
2025-03-16,PRI007,Ossobuco alla Milanese,71,35.74
2025-03-16,BEB008,Suco Natural,28,3.14
2025-03-16,BEB004,Vinho Tinto (Taça),25,10.39
2025-03-16,BEB006,Prosecco (Taça),27,11.98
2025-03-16,PRI001,Spaghetti alla Carbonara,74,17.71
2025-03-16,PRI002,Fettuccine Alfredo,66,16.29
2025-03-16,PRI005,Gnocchi al Pesto,71,17.92
2025-03-16,ENT005,Calamari Fritti,40,14.47
2025-03-16,SOB001,Tiramisu,41,10.0
2025-03-16,SOB002,Panna Cotta,29,8.48
2025-03-16,BEB005,Vinho Branco (Taça),42,8.85
2025-03-16,PRI003,Lasagna Bolognese,73,18.66
2025-03-16,SOB003,Cannoli Siciliano,33,7.32
2025-03-16,BEB002,Água Mineral,36,0.98
2025-03-16,BEB007,Aperol Spritz,23,11.85
2025-03-16,BEB001,Refrigerante,41,1.62
2025-03-16,BEB003,Café Espresso,19,1.68
2025-03-17,PRI007,Ossobuco alla Milanese,50,35.1
2025-03-17,ENT002,Carpaccio de Filé Mignon,25,15.75
2025-03-17,PRI006,Filetto di Manzo,36,31.97
2025-03-17,PRI004,Risotto ai Funghi,46,23.17
2025-03-17,SOB004,Gelato Misto,15,6.32
2025-03-17,ENT003,Burrata com Tomate,22,18.38
2025-03-17,PRI005,Gnocchi al Pesto,50,17.29
2025-03-17,BEB001,Refrigerante,33,1.55
2025-03-17,PRI008,Pizza Margherita,45,14.07
2025-03-17,PRI001,Spaghetti alla Carbonara,50,19.16
2025-03-17,SOB002,Panna Cotta,14,8.78
2025-03-17,SOB003,Cannoli Siciliano,26,7.0
2025-03-17,BEB006,Prosecco (Taça),15,11.75
2025-03-17,ENT004,Antepasto Misto,15,20.96
2025-03-17,PRI002,Fettuccine Alfredo,55,16.85
2025-03-17,PRI003,Lasagna Bolognese,33,18.64
2025-03-17,ENT001,Bruschetta Tradicional,33,8.83
2025-03-17,BEB008,Suco Natural,22,3.2
2025-03-17,BEB007,Aperol Spritz,26,12.05
2025-03-17,BEB004,Vinho Tinto (Taça),28,10.56
2025-03-17,ENT005,Calamari Fritti,16,13.88
2025-03-17,BEB003,Café Espresso,14,1.67
2025-03-17,BEB005,Vinho Branco (Taça),39,8.79
2025-03-17,BEB002,Água Mineral,13,1.03
2025-03-17,SOB001,Tiramisu,14,10.19
2025-03-18,PRI004,Risotto ai Funghi,39,23.73
2025-03-18,PRI005,Gnocchi al Pesto,39,17.55
2025-03-18,ENT001,Bruschetta Tradicional,12,8.91
2025-03-18,BEB006,Prosecco (Taça),23,11.98
2025-03-18,ENT002,Carpaccio de Filé Mignon,27,15.72
2025-03-18,BEB004,Vinho Tinto (Taça),21,10.34
2025-03-18,PRI003,Lasagna Bolognese,36,20.42
2025-03-18,BEB001,Refrigerante,11,1.63
2025-03-18,PRI008,Pizza Margherita,48,14.71
2025-03-18,PRI007,Ossobuco alla Milanese,34,34.34
2025-03-18,ENT005,Calamari Fritti,34,14.41
2025-03-18,PRI001,Spaghetti alla Carbonara,42,17.75
2025-03-18,PRI006,Filetto di Manzo,39,30.62
2025-03-18,BEB003,Café Espresso,19,1.62
2025-03-18,SOB003,Cannoli Siciliano,23,7.28
2025-03-18,PRI002,Fettuccine Alfredo,34,16.26
2025-03-18,BEB007,Aperol Spritz,17,12.16
2025-03-18,SOB004,Gelato Misto,33,6.48
2025-03-18,SOB001,Tiramisu,21,9.7
2025-03-18,ENT003,Burrata com Tomate,28,17.5
2025-03-18,BEB002,Água Mineral,20,0.99
2025-03-18,ENT004,Antepasto Misto,14,20.52
2025-03-18,BEB005,Vinho Branco (Taça),10,8.89
2025-03-18,SOB002,Panna Cotta,25,8.7
2025-03-18,BEB008,Suco Natural,15,3.25
2025-03-19,PRI004,Risotto ai Funghi,44,23.72
2025-03-19,PRI008,Pizza Margherita,41,14.5
2025-03-19,BEB007,Aperol Spritz,25,12.6
2025-03-19,BEB004,Vinho Tinto (Taça),33,11.05
2025-03-19,PRI005,Gnocchi al Pesto,48,18.13
2025-03-19,PRI002,Fettuccine Alfredo,59,17.31
2025-03-19,BEB006,Prosecco (Taça),26,11.31
2025-03-19,SOB002,Panna Cotta,17,8.63
2025-03-19,ENT005,Calamari Fritti,20,13.99
2025-03-19,PRI006,Filetto di Manzo,51,30.68
2025-03-19,PRI003,Lasagna Bolognese,47,19.37
2025-03-19,SOB003,Cannoli Siciliano,19,7.12
2025-03-19,PRI001,Spaghetti alla Carbonara,29,17.82
2025-03-19,ENT004,Antepasto Misto,17,20.68
2025-03-19,BEB002,Água Mineral,17,0.97
2025-03-19,PRI007,Ossobuco alla Milanese,43,35.29
2025-03-19,ENT001,Bruschetta Tradicional,21,8.77
2025-03-19,BEB008,Suco Natural,15,3.23
2025-03-19,BEB005,Vinho Branco (Taça),31,9.1
2025-03-19,ENT003,Burrata com Tomate,16,18.48
2025-03-19,SOB004,Gelato Misto,30,6.42
2025-03-19,BEB001,Refrigerante,13,1.59
2025-03-19,BEB003,Café Espresso,24,1.64
2025-03-19,ENT002,Carpaccio de Filé Mignon,19,15.8
2025-03-19,SOB001,Tiramisu,23,10.21
2025-03-20,PRI005,Gnocchi al Pesto,41,17.71
2025-03-20,PRI004,Risotto ai Funghi,55,23.22
2025-03-20,PRI001,Spaghetti alla Carbonara,48,18.45
2025-03-20,BEB002,Água Mineral,30,1.0
2025-03-20,BEB001,Refrigerante,9,1.65
2025-03-20,ENT005,Calamari Fritti,18,14.01
2025-03-20,PRI002,Fettuccine Alfredo,27,16.48
2025-03-20,BEB005,Vinho Branco (Taça),19,9.43
2025-03-20,PRI003,Lasagna Bolognese,45,19.04
2025-03-20,ENT004,Antepasto Misto,16,20.81
2025-03-20,BEB008,Suco Natural,24,3.26
2025-03-20,PRI006,Filetto di Manzo,41,30.96
2025-03-20,BEB006,Prosecco (Taça),20,11.63
2025-03-20,PRI007,Ossobuco alla Milanese,39,34.48
2025-03-20,SOB001,Tiramisu,14,10.13
2025-03-20,BEB003,Café Espresso,31,1.68
2025-03-20,SOB004,Gelato Misto,16,6.42
2025-03-20,ENT001,Bruschetta Tradicional,21,8.08
2025-03-20,BEB007,Aperol Spritz,27,12.38
2025-03-20,PRI008,Pizza Margherita,44,14.42
2025-03-20,SOB002,Panna Cotta,17,8.21
2025-03-20,ENT003,Burrata com Tomate,29,17.52
2025-03-20,SOB003,Cannoli Siciliano,18,6.85
2025-03-20,ENT002,Carpaccio de Filé Mignon,24,14.82
2025-03-20,BEB004,Vinho Tinto (Taça),15,11.26
2025-03-21,PRI005,Gnocchi al Pesto,73,17.63
2025-03-21,PRI001,Spaghetti alla Carbonara,63,17.78
2025-03-21,SOB004,Gelato Misto,46,6.19
2025-03-21,PRI003,Lasagna Bolognese,76,20.24
2025-03-21,BEB004,Vinho Tinto (Taça),36,11.14
2025-03-21,ENT004,Antepasto Misto,33,21.15
2025-03-21,PRI008,Pizza Margherita,56,14.38
2025-03-21,BEB001,Refrigerante,34,1.63
2025-03-21,BEB008,Suco Natural,24,3.15
2025-03-21,BEB007,Aperol Spritz,29,12.64
2025-03-21,ENT003,Burrata com Tomate,26,17.83
2025-03-21,ENT002,Carpaccio de Filé Mignon,35,15.69
2025-03-21,BEB003,Café Espresso,66,1.64
2025-03-21,BEB005,Vinho Branco (Taça),34,9.26
2025-03-21,PRI007,Ossobuco alla Milanese,54,36.13
2025-03-21,PRI006,Filetto di Manzo,68,30.92
2025-03-21,PRI002,Fettuccine Alfredo,50,16.28
2025-03-21,ENT005,Calamari Fritti,35,14.82
2025-03-21,ENT001,Bruschetta Tradicional,54,8.26
2025-03-21,PRI004,Risotto ai Funghi,43,23.82
2025-03-21,SOB001,Tiramisu,27,10.22
2025-03-21,BEB002,Água Mineral,20,1.02
2025-03-21,SOB002,Panna Cotta,31,8.65
2025-03-21,SOB003,Cannoli Siciliano,32,6.9
2025-03-21,BEB006,Prosecco (Taça),24,11.63
2025-03-22,PRI004,Risotto ai Funghi,47,22.3
2025-03-22,BEB001,Refrigerante,36,1.54
2025-03-22,ENT004,Antepasto Misto,33,20.83
2025-03-22,PRI001,Spaghetti alla Carbonara,67,19.0
2025-03-22,PRI005,Gnocchi al Pesto,78,16.93
2025-03-22,PRI006,Filetto di Manzo,45,30.82
2025-03-22,ENT001,Bruschetta Tradicional,29,8.6
2025-03-22,SOB002,Panna Cotta,32,8.33
2025-03-22,SOB001,Tiramisu,21,9.51
2025-03-22,SOB004,Gelato Misto,29,6.47
2025-03-22,BEB006,Prosecco (Taça),23,11.66
2025-03-22,PRI003,Lasagna Bolognese,55,20.27
2025-03-22,BEB004,Vinho Tinto (Taça),33,11.26
2025-03-22,PRI007,Ossobuco alla Milanese,54,34.1
2025-03-22,BEB005,Vinho Branco (Taça),36,8.99
2025-03-22,SOB003,Cannoli Siciliano,25,6.78
2025-03-22,PRI002,Fettuccine Alfredo,47,17.66
2025-03-22,BEB002,Água Mineral,31,0.99
2025-03-22,PRI008,Pizza Margherita,83,13.66
2025-03-22,BEB008,Suco Natural,23,3.23
2025-03-22,BEB003,Café Espresso,34,1.68
2025-03-22,ENT005,Calamari Fritti,23,13.97
2025-03-22,BEB007,Aperol Spritz,22,12.42
2025-03-22,ENT003,Burrata com Tomate,18,18.45
2025-03-22,ENT002,Carpaccio de Filé Mignon,23,15.35
2025-03-23,PRI008,Pizza Margherita,45,14.69
2025-03-23,SOB004,Gelato Misto,43,6.64
2025-03-23,PRI003,Lasagna Bolognese,60,19.6
2025-03-23,BEB006,Prosecco (Taça),37,11.96
2025-03-23,PRI001,Spaghetti alla Carbonara,60,18.58
2025-03-23,SOB002,Panna Cotta,31,8.82
2025-03-23,BEB005,Vinho Branco (Taça),38,9.48
2025-03-23,ENT004,Antepasto Misto,22,20.28
2025-03-23,ENT002,Carpaccio de Filé Mignon,35,15.82
